Date,Price,Open,High,Low,Vol.,Change %
1999-10-29,255.75,257.25,257.50,252.00,19.09K,-0.58%
1999-11-01,252.00,255.25,257.00,251.00,11.17K,-1.47%
1999-11-02,255.25,252.75,256.00,252.75,10.76K,1.29%
1999-11-03,259.25,255.25,261.00,254.00,25.71K,1.57%
1999-11-04,259.25,260.50,261.50,258.00,10.44K,0.00%
1999-11-05,256.00,259.00,261.00,254.50,15.63K,-1.25%
1999-11-08,258.75,256.75,260.00,256.50,10.50K,1.07%
1999-11-09,253.50,259.75,261.00,253.00,15.19K,-2.03%
1999-11-10,248.00,253.75,254.25,247.50,23.23K,-2.17%
1999-11-11,247.00,248.00,248.50,243.25,22.38K,-0.40%
1999-11-12,244.25,247.00,248.00,244.00,8.41K,-1.11%
1999-11-15,250.00,244.50,250.25,244.50,17.09K,2.35%
1999-11-16,250.75,252.00,253.25,249.00,14.56K,0.30%
1999-11-17,245.75,250.50,251.00,245.50,10.96K,-1.99%
1999-11-18,240.50,244.75,244.75,240.00,15.38K,-2.14%
1999-11-19,243.25,240.00,244.00,238.25,14.99K,1.14%
1999-11-22,243.50,243.00,244.50,241.50,10.83K,0.10%
1999-11-23,243.25,242.50,245.50,238.50,20.05K,-0.10%
1999-11-24,239.25,243.50,245.00,239.00,15.00K,-1.64%
1999-11-26,235.75,238.25,239.50,235.25,9.57K,-1.46%
1999-11-29,230.75,235.75,237.00,230.00,30.47K,-2.12%
1999-11-30,233.00,231.75,234.75,231.25,13.34K,0.98%
1999-12-01,236.50,234.50,238.00,233.25,11.32K,1.50%
1999-12-02,232.25,237.50,238.00,231.25,6.57K,-1.80%
1999-12-03,228.25,232.25,233.00,227.50,6.39K,-1.72%
1999-12-06,233.25,228.50,233.75,227.50,5.27K,2.19%
1999-12-07,231.50,234.00,234.00,230.00,1.86K,-0.75%
1999-12-08,227.00,228.75,230.00,225.50,3.36K,-1.94%
1999-12-09,226.00,227.50,229.00,225.00,3.30K,-0.44%
1999-12-10,227.50,225.00,227.50,224.50,2.01K,0.66%
1999-12-13,224.00,225.00,225.00,222.50,0.60K,-1.54%
1999-12-14,227.00,225.50,228.50,224.25,0.18K,1.34%
1999-12-15,227.00,229.50,229.50,225.75,0.14K,0.00%
1999-12-16,230.00,227.00,233.00,227.00,0.04K,1.32%
1999-12-17,233.50,231.00,233.75,231.00,0.10K,1.52%
1999-12-20,236.00,237.25,237.25,234.00,0.05K,1.07%
1999-12-21,246.00,249.00,249.75,245.50,9.24K,4.24%
1999-12-22,248.00,246.50,248.50,244.75,5.86K,0.81%
1999-12-23,249.75,248.00,250.75,247.00,8.34K,0.71%
1999-12-27,247.00,250.50,253.50,245.50,10.91K,-1.10%
1999-12-28,247.25,247.25,248.00,245.00,7.60K,0.10%
1999-12-29,246.75,247.25,248.50,246.50,4.73K,-0.20%
1999-12-30,248.50,246.50,250.00,246.50,10.61K,0.71%
2000-01-01,256.25,249.00,269.00,241.00,345.62K,3.12%
2000-01-03,247.50,249.00,251.50,245.25,13.43K,-3.41%
2000-01-04,247.25,247.50,248.00,241.00,21.17K,-0.10%
2000-01-05,249.75,247.25,250.00,246.00,14.71K,1.01%
2000-01-06,248.50,250.00,251.00,247.50,13.68K,-0.50%
2000-01-07,251.75,248.25,252.00,246.00,16.47K,1.31%
2000-01-10,253.50,251.25,255.00,248.75,18.41K,0.70%
2000-01-11,253.75,253.50,256.00,251.50,17.51K,0.10%
2000-01-12,258.75,253.75,260.00,252.25,21.32K,1.97%
2000-01-13,263.50,258.25,263.75,257.00,21.22K,1.84%
2000-01-14,265.00,262.75,267.75,261.25,27.43K,0.57%
2000-01-18,264.50,261.50,265.50,261.00,14.23K,-0.19%
2000-01-19,266.00,265.00,267.00,263.00,12.11K,0.57%
2000-01-20,265.00,265.50,265.75,262.50,14.76K,-0.38%
2000-01-21,264.25,265.25,266.25,261.50,13.98K,-0.28%
2000-01-24,266.00,265.50,269.00,265.00,17.63K,0.66%
2000-01-25,264.75,265.25,266.75,263.00,11.58K,-0.47%
2000-01-26,260.00,264.50,264.75,259.00,17.88K,-1.79%
2000-01-27,263.50,260.00,264.00,256.50,26.30K,1.35%
2000-01-28,259.75,263.75,264.75,259.00,15.93K,-1.42%
2000-01-31,256.25,258.25,258.25,254.00,15.90K,-1.35%
2000-02-01,258.00,256.00,260.00,254.25,11.35K,0.68%
2000-02-02,257.25,258.00,260.00,256.50,9.08K,-0.29%
2000-02-03,253.75,257.00,257.00,253.00,17.19K,-1.36%
2000-02-04,257.00,253.00,257.50,249.00,21.56K,1.28%
2000-02-07,258.75,259.00,260.75,257.00,16.38K,0.68%
2000-02-08,259.25,259.00,260.25,256.50,12.21K,0.19%
2000-02-09,265.50,258.00,266.00,257.00,24.31K,2.41%
2000-02-10,271.75,265.00,273.00,265.00,35.79K,2.35%
2000-02-11,269.50,272.75,273.50,267.50,35.63K,-0.83%
2000-02-14,268.75,269.00,272.75,268.00,12.20K,-0.28%
2000-02-15,266.00,269.50,269.50,265.00,16.49K,-1.02%
2000-02-16,265.25,266.00,268.00,263.25,21.64K,-0.28%
2000-02-17,262.50,265.00,267.00,262.00,10.30K,-1.04%
2000-02-18,264.75,262.00,265.00,261.00,11.42K,0.86%
2000-02-22,262.25,264.25,267.00,262.00,17.34K,-0.94%
2000-02-23,254.75,261.50,262.50,254.25,19.10K,-2.86%
2000-02-24,254.75,257.00,257.25,253.50,10.94K,0.00%
2000-02-25,248.00,255.00,258.25,247.50,13.86K,-2.65%
2000-02-28,244.50,247.00,253.00,244.00,19.38K,-1.41%
2000-02-29,247.00,244.75,248.25,244.00,9.24K,1.02%
2000-03-01,247.75,246.00,249.75,245.75,7.25K,0.30%
2000-03-02,247.25,247.00,247.50,244.25,6.82K,-0.20%
2000-03-03,247.50,246.50,248.50,245.50,5.17K,0.10%
2000-03-06,249.75,246.50,250.00,245.75,4.77K,0.91%
2000-03-07,250.00,250.00,252.00,249.00,3.56K,0.10%
2000-03-08,252.00,249.00,252.00,248.00,3.60K,0.80%
2000-03-09,254.25,256.00,256.50,254.00,0.09K,0.89%
2000-03-10,250.00,254.50,254.50,249.50,0.28K,-1.67%
2000-03-13,253.75,252.50,254.50,252.00,0.27K,1.50%
2000-03-14,259.50,256.00,259.50,256.00,0.24K,2.27%
2000-03-15,268.75,271.00,271.50,267.25,11.50K,3.56%
2000-03-16,266.25,268.25,270.00,266.00,11.96K,-0.93%
2000-03-17,272.25,266.25,273.00,266.00,17.96K,2.25%
2000-03-20,266.25,267.50,268.25,266.00,10.13K,-2.20%
2000-03-21,260.25,266.25,266.25,259.25,19.37K,-2.25%
2000-03-22,261.75,260.75,263.00,258.00,11.76K,0.58%
2000-03-23,256.25,262.75,262.75,256.00,15.74K,-2.10%
2000-03-24,252.75,256.25,258.50,252.00,20.11K,-1.37%
2000-03-27,254.50,254.00,256.00,252.75,6.30K,0.69%
2000-03-28,249.75,255.00,255.00,249.50,10.17K,-1.87%
2000-03-29,251.25,251.00,252.00,248.50,6.86K,0.60%
2000-03-30,255.50,251.75,256.50,251.00,8.59K,1.69%
2000-03-31,262.25,255.50,263.50,254.75,20.97K,2.64%
2000-04-01,242.25,262.75,267.00,240.50,159.28K,-7.63%
2000-04-03,257.75,262.75,267.00,257.00,15.62K,6.40%
2000-04-04,255.75,257.75,259.50,254.00,6.56K,-0.78%
2000-04-05,256.25,256.50,258.00,253.75,7.05K,0.20%
2000-04-06,253.75,256.50,257.00,252.25,7.56K,-0.98%
2000-04-07,258.50,254.25,259.00,251.25,6.91K,1.87%
2000-04-10,252.75,257.75,257.75,252.50,8.40K,-2.22%
2000-04-11,252.75,252.50,255.00,251.50,7.49K,0.00%
2000-04-12,255.50,252.50,256.50,251.75,7.79K,1.09%
2000-04-13,257.75,255.50,258.75,254.50,8.14K,0.88%
2000-04-14,255.75,257.50,261.00,255.25,5.39K,-0.78%
2000-04-17,253.25,256.00,258.25,253.00,6.76K,-0.98%
2000-04-18,252.25,253.25,256.00,249.50,9.47K,-0.39%
2000-04-19,253.00,253.00,253.50,249.25,6.69K,0.30%
2000-04-20,251.00,254.00,254.00,248.50,5.86K,-0.79%
2000-04-24,250.75,248.00,252.50,248.00,5.24K,-0.10%
2000-04-25,252.25,250.75,253.25,250.50,6.34K,0.60%
2000-04-26,248.50,252.00,255.00,248.00,11.50K,-1.49%
2000-04-27,241.00,248.00,248.25,240.50,20.53K,-3.02%
2000-04-28,242.25,241.00,249.00,240.50,6.00K,0.52%
2000-05-01,251.00,248.50,254.00,243.00,4.99K,3.61%
2000-05-02,254.25,251.50,255.50,251.50,4.98K,1.29%
2000-05-03,260.00,258.00,264.50,257.50,0.79K,2.26%
2000-05-04,265.50,263.75,265.50,259.00,0.23K,2.12%
2000-05-05,261.75,262.50,263.00,259.75,0.07K,-1.41%
2000-05-08,258.00,259.00,260.25,257.00,0.09K,-1.43%
2000-05-09,257.75,257.50,258.50,257.00,0.31K,-0.10%
2000-05-10,265.00,261.00,265.00,261.00,0.05K,2.81%
2000-05-11,272.50,268.00,273.00,266.00,0.37K,2.83%
2000-05-12,271.00,270.00,271.00,270.00,0.02K,-0.55%
2000-05-15,282.25,282.50,283.75,276.00,27.47K,4.15%
2000-05-16,281.25,283.00,285.50,280.50,18.20K,-0.35%
2000-05-17,277.00,281.25,284.50,276.00,21.48K,-1.51%
2000-05-18,272.00,278.00,281.50,271.00,25.39K,-1.81%
2000-05-19,276.25,272.00,277.00,271.50,11.39K,1.56%
2000-05-22,280.25,275.50,283.50,273.50,19.06K,1.45%
2000-05-23,281.25,281.00,284.50,280.00,18.25K,0.36%
2000-05-24,279.50,280.75,281.25,278.25,10.93K,-0.62%
2000-05-25,279.50,279.50,282.00,276.00,18.93K,0.00%
2000-05-26,280.75,279.50,281.50,278.50,12.43K,0.45%
2000-05-30,274.25,280.00,280.00,272.50,20.49K,-2.32%
2000-05-31,274.75,275.00,276.75,274.00,12.56K,0.18%
2000-06-01,270.50,276.50,278.75,270.00,22.14K,-1.55%
2000-06-02,271.25,270.50,272.00,267.25,20.82K,0.28%
2000-06-05,266.00,272.25,274.00,264.00,24.79K,-1.94%
2000-06-06,267.00,266.00,268.00,263.00,16.75K,0.38%
2000-06-07,264.25,267.50,268.50,260.00,23.23K,-1.03%
2000-06-08,266.50,264.50,268.00,263.50,14.21K,0.85%
2000-06-09,269.75,266.50,271.75,265.50,23.71K,1.22%
2000-06-12,265.75,268.50,268.50,264.50,17.28K,-1.48%
2000-06-13,264.75,266.00,268.25,264.25,16.95K,-0.38%
2000-06-14,261.25,263.50,264.75,260.50,18.74K,-1.32%
2000-06-15,262.75,261.00,264.75,260.00,15.90K,0.57%
2000-06-16,263.00,262.50,265.50,262.50,11.34K,0.10%
2000-06-19,268.75,263.75,269.50,261.50,12.98K,2.19%
2000-06-20,273.75,267.50,276.00,266.50,26.27K,1.86%
2000-06-21,277.00,274.00,279.75,273.00,19.65K,1.19%
2000-06-22,277.50,277.25,281.00,275.00,15.08K,0.18%
2000-06-23,272.25,277.00,277.50,272.00,14.21K,-1.89%
2000-06-26,274.00,272.25,276.75,271.25,11.07K,0.64%
2000-06-27,273.75,274.00,277.00,273.00,11.23K,-0.09%
2000-06-28,271.50,273.75,274.00,270.25,13.04K,-0.82%
2000-06-29,271.75,271.50,274.00,270.75,19.15K,0.09%
2000-06-30,259.50,272.00,274.00,258.50,7.29K,-4.51%
2000-07-01,246.25,260.50,261.50,237.50,72.62K,-5.11%
2000-07-03,245.50,260.50,261.50,243.00,5.35K,-0.30%
2000-07-05,248.00,247.50,251.00,247.00,3.51K,1.02%
2000-07-06,244.50,248.50,250.00,244.00,0.96K,-1.41%
2000-07-07,245.50,244.50,248.00,244.50,0.54K,0.41%
2000-07-10,247.25,243.00,247.25,241.00,0.74K,0.71%
2000-07-11,247.00,246.75,249.00,246.75,0.54K,-0.10%
2000-07-12,243.00,242.00,243.00,237.50,0.44K,-1.62%
2000-07-13,245.00,242.00,245.50,242.00,0.06K,0.82%
2000-07-14,242.50,244.00,244.50,242.00,0.06K,-1.02%
2000-07-17,244.25,248.00,248.00,243.75,7.23K,0.72%
2000-07-18,241.25,244.25,247.50,241.00,6.52K,-1.23%
2000-07-19,244.50,241.25,246.00,239.00,7.14K,1.35%
2000-07-20,246.75,244.00,247.50,244.00,3.79K,0.92%
2000-07-21,247.25,247.00,248.50,246.50,4.38K,0.20%
2000-07-24,245.50,247.25,249.50,242.50,4.39K,-0.71%
2000-07-25,245.50,244.75,247.00,243.00,5.97K,0.00%
2000-07-26,244.25,245.50,247.50,243.00,3.76K,-0.51%
2000-07-27,245.75,244.25,247.75,244.25,5.41K,0.61%
2000-07-28,248.00,246.00,259.00,246.00,5.70K,0.92%
2000-07-31,246.25,247.75,248.25,245.25,6.13K,-0.71%
2000-08-01,245.00,246.25,249.75,242.50,6.98K,-0.51%
2000-08-02,246.25,245.00,247.25,244.50,5.73K,0.51%
2000-08-03,242.25,246.25,247.50,241.75,7.05K,-1.62%
2000-08-04,237.00,241.50,241.50,236.50,6.08K,-2.17%
2000-08-07,233.50,237.00,239.75,233.00,6.49K,-1.48%
2000-08-08,236.50,234.50,237.00,234.00,8.20K,1.28%
2000-08-09,235.50,236.00,237.50,233.50,7.03K,-0.42%
2000-08-10,235.75,235.50,238.00,235.00,10.41K,0.11%
2000-08-11,236.75,236.00,238.00,232.50,7.03K,0.42%
2000-08-14,238.50,237.00,239.00,236.00,2.58K,0.74%
2000-08-15,240.50,239.00,241.50,238.25,3.78K,0.84%
2000-08-16,243.50,241.00,244.50,241.00,6.01K,1.25%
2000-08-17,239.50,244.75,245.50,238.50,4.71K,-1.64%
2000-08-18,238.75,239.50,241.25,237.50,5.95K,-0.31%
2000-08-21,236.25,238.75,238.75,234.00,5.51K,-1.05%
2000-08-22,234.75,236.50,238.00,234.50,5.75K,-0.63%
2000-08-23,233.75,234.75,235.25,232.00,3.47K,-0.43%
2000-08-24,240.00,234.00,240.50,233.75,8.57K,2.67%
2000-08-25,241.50,240.00,244.25,240.00,8.20K,0.63%
2000-08-28,245.00,241.50,247.00,241.50,8.77K,1.45%
2000-08-29,250.25,243.50,251.00,243.50,10.67K,2.14%
2000-08-30,246.25,250.25,250.75,245.75,14.03K,-1.60%
2000-08-31,250.75,248.00,251.00,247.25,4.98K,1.83%
2000-09-01,250.25,250.75,252.00,248.00,4.38K,-0.20%
2000-09-05,253.00,254.50,256.00,253.00,3.35K,1.10%
2000-09-06,247.50,250.50,250.50,245.50,1.85K,-2.17%
2000-09-07,249.50,248.00,250.25,247.50,1.53K,0.81%
2000-09-08,250.50,250.25,251.25,250.00,1.33K,0.40%
2000-09-11,249.25,250.00,250.50,248.75,0.94K,-0.50%
2000-09-12,245.00,246.00,246.00,241.75,0.30K,-1.71%
2000-09-13,242.00,245.00,245.50,240.00,0.56K,-1.22%
2000-09-14,242.00,241.00,242.50,241.00,0.07K,0.00%
2000-09-15,252.25,254.00,255.25,252.00,12.46K,4.24%
2000-09-18,256.25,253.50,257.00,248.50,23.18K,1.59%
2000-09-19,249.25,256.00,257.00,249.00,20.33K,-2.73%
2000-09-20,249.75,248.75,253.00,248.00,12.42K,0.20%
2000-09-21,247.50,248.75,250.00,246.00,15.54K,-0.90%
2000-09-22,250.75,247.25,252.00,246.75,11.68K,1.31%
2000-09-25,253.50,251.50,255.00,251.50,11.38K,1.10%
2000-09-26,254.50,253.75,257.00,253.25,12.33K,0.39%
2000-09-27,258.50,254.75,259.50,252.75,15.52K,1.57%
2000-09-28,259.25,258.75,261.50,258.50,15.63K,0.29%
2000-09-29,265.00,259.25,266.00,258.00,22.49K,2.22%
2000-10-01,254.75,265.50,280.50,250.50,364.34K,-3.87%
2000-10-02,267.00,265.50,272.00,264.00,16.98K,4.81%
2000-10-03,268.75,267.25,269.00,263.00,18.32K,0.66%
2000-10-04,267.25,268.00,270.50,266.50,18.51K,-0.56%
2000-10-05,267.25,266.50,268.50,263.25,16.12K,0.00%
2000-10-06,268.00,267.00,270.50,266.00,12.54K,0.28%
2000-10-09,267.25,269.25,269.25,264.50,6.83K,-0.28%
2000-10-10,275.25,267.50,275.50,266.50,24.67K,2.99%
2000-10-11,276.75,275.25,278.50,273.50,24.43K,0.54%
2000-10-12,273.50,276.75,280.50,272.00,22.58K,-1.17%
2000-10-13,267.25,272.50,273.50,267.00,18.40K,-2.29%
2000-10-16,270.75,267.00,271.50,265.50,13.38K,1.31%
2000-10-17,268.50,271.00,274.00,265.50,16.87K,-0.83%
2000-10-18,263.75,268.00,270.00,262.25,15.39K,-1.77%
2000-10-19,260.25,264.00,264.75,259.75,18.98K,-1.33%
2000-10-20,261.25,259.75,263.50,258.50,13.88K,0.38%
2000-10-23,256.75,260.00,260.50,256.00,20.81K,-1.72%
2000-10-24,256.25,257.75,258.50,253.00,19.73K,-0.19%
2000-10-25,255.50,257.50,258.50,253.75,11.71K,-0.29%
2000-10-26,256.25,255.00,258.00,254.75,11.71K,0.29%
2000-10-27,259.00,256.50,260.50,256.25,10.99K,1.07%
2000-10-30,255.50,259.00,260.50,254.00,14.38K,-1.35%
2000-10-31,254.75,256.00,258.50,250.50,17.12K,-0.29%
2000-11-01,254.75,255.50,257.00,254.50,12.49K,0.00%
2000-11-02,259.75,255.00,261.00,255.00,12.26K,1.96%
2000-11-03,264.00,260.00,265.00,260.00,16.08K,1.64%
2000-11-06,262.75,264.00,266.50,262.00,13.21K,-0.47%
2000-11-07,262.25,263.00,263.25,260.50,9.29K,-0.19%
2000-11-08,265.25,263.25,266.00,262.25,12.54K,1.14%
2000-11-09,258.25,265.75,266.25,258.00,18.59K,-2.64%
2000-11-10,256.75,258.25,258.25,254.75,15.13K,-0.58%
2000-11-13,257.75,258.00,259.00,255.50,16.63K,0.39%
2000-11-14,255.75,258.00,259.50,255.25,14.04K,-0.78%
2000-11-15,254.50,256.00,258.00,254.00,9.46K,-0.49%
2000-11-16,254.50,254.50,255.50,252.00,14.11K,0.00%
2000-11-17,256.00,255.00,258.25,255.00,11.90K,0.59%
2000-11-20,256.00,256.50,259.75,255.50,13.11K,0.00%
2000-11-21,254.75,255.00,256.50,253.50,10.91K,-0.49%
2000-11-22,257.50,255.25,258.00,253.75,11.50K,1.08%
2000-11-24,260.50,259.00,263.00,258.00,7.09K,1.17%
2000-11-27,257.25,261.00,262.00,257.00,21.81K,-1.25%
2000-11-28,255.50,257.25,257.25,254.00,18.19K,-0.68%
2000-11-29,251.50,254.50,256.25,251.00,34.81K,-1.57%
2000-11-30,256.00,251.50,256.25,251.00,14.34K,1.79%
2000-12-01,260.25,256.00,261.25,256.00,10.22K,1.66%
2000-12-04,262.00,260.50,263.50,259.50,7.34K,0.67%
2000-12-05,259.25,261.00,261.50,258.00,4.82K,-1.05%
2000-12-06,260.00,259.50,261.00,258.75,4.40K,0.29%
2000-12-07,254.75,262.00,262.00,255.00,3.18K,-2.02%
2000-12-08,257.50,252.00,257.50,252.00,0.28K,1.08%
2000-12-11,255.00,257.00,257.25,255.00,0.94K,-0.97%
2000-12-12,254.50,256.50,258.50,254.50,0.20K,-0.20%
2000-12-13,255.00,254.00,256.50,254.00,0.24K,0.20%
2000-12-14,253.00,257.00,257.00,253.00,0.23K,-0.78%
2000-12-15,265.25,268.00,269.50,264.50,14.81K,4.84%
2000-12-18,268.75,265.50,269.00,265.00,12.50K,1.32%
2000-12-19,272.50,269.00,273.00,267.00,14.84K,1.40%
2000-12-20,271.00,274.00,274.50,268.50,11.47K,-0.55%
2000-12-21,272.75,271.00,273.00,268.50,9.13K,0.65%
2000-12-22,275.75,273.00,277.50,273.00,16.19K,1.10%
2000-12-26,274.50,275.50,275.75,274.25,4.82K,-0.45%
2000-12-27,272.75,274.00,274.50,270.50,6.08K,-0.64%
2000-12-28,271.75,272.50,274.50,271.50,5.21K,-0.37%
2000-12-29,279.50,271.50,280.00,271.50,15.55K,2.85%
2001-01-01,273.00,278.50,294.50,268.00,410.55K,-2.33%
2001-01-02,276.25,278.50,280.00,275.00,14.28K,1.19%
2001-01-03,283.25,276.25,284.00,275.50,28.72K,2.53%
2001-01-04,284.25,283.00,284.50,281.50,20.43K,0.35%
2001-01-05,283.00,284.50,284.50,280.00,19.38K,-0.44%
2001-01-08,283.00,283.50,283.50,278.50,14.10K,0.00%
2001-01-09,285.00,282.50,287.50,281.00,21.41K,0.71%
2001-01-10,289.00,284.50,289.50,284.50,25.78K,1.40%
2001-01-11,289.75,288.50,294.50,285.00,35.15K,0.26%
2001-01-12,289.00,289.00,290.00,285.50,20.16K,-0.26%
2001-01-16,285.25,287.75,288.00,284.00,15.96K,-1.30%
2001-01-17,282.50,284.50,285.50,282.25,13.43K,-0.96%
2001-01-18,284.50,283.50,286.75,283.00,10.89K,0.71%
2001-01-19,285.50,284.50,287.50,282.00,17.12K,0.35%
2001-01-22,285.25,286.00,286.50,282.00,14.69K,-0.09%
2001-01-23,285.75,285.50,287.00,283.00,12.19K,0.18%
2001-01-24,285.50,286.00,286.50,281.50,17.80K,-0.09%
2001-01-25,279.00,285.50,286.50,278.25,20.88K,-2.28%
2001-01-26,276.25,279.00,280.50,276.00,19.83K,-0.99%
2001-01-29,269.25,276.00,276.25,268.00,36.86K,-2.53%
2001-01-30,270.50,269.25,272.50,269.00,16.87K,0.46%
2001-01-31,273.00,270.50,273.50,268.00,14.63K,0.92%
2001-02-01,270.25,273.50,273.50,270.00,13.31K,-1.01%
2001-02-02,272.00,271.00,273.00,269.00,11.25K,0.65%
2001-02-05,268.50,272.50,276.00,268.00,3.37K,-1.29%
2001-02-06,267.00,267.50,269.25,265.25,21.13K,-0.56%
2001-02-07,267.00,267.00,269.00,266.00,12.63K,0.00%
2001-02-08,266.75,267.00,270.50,266.00,15.34K,-0.09%
2001-02-09,266.25,267.00,269.00,266.00,10.82K,-0.19%
2001-02-12,261.75,266.00,267.50,261.25,18.54K,-1.69%
2001-02-13,263.00,262.00,263.50,260.50,14.36K,0.48%
2001-02-14,267.50,263.50,269.00,263.00,17.76K,1.71%
2001-02-15,267.50,268.00,269.25,265.00,12.30K,0.00%
2001-02-16,264.25,267.00,269.00,263.50,10.28K,-1.21%
2001-02-20,266.25,265.25,268.00,265.00,10.73K,0.76%
2001-02-21,262.25,267.00,267.50,261.50,16.10K,-1.50%
2001-02-22,258.50,262.50,264.25,258.00,17.47K,-1.43%
2001-02-23,259.25,258.50,260.00,257.50,17.84K,0.29%
2001-02-26,259.00,260.00,260.00,256.25,24.52K,-0.10%
2001-02-27,257.50,260.25,260.50,257.00,23.31K,-0.58%
2001-02-28,265.00,258.50,269.00,257.50,9.34K,2.91%
2001-03-01,266.75,267.50,268.75,265.00,6.49K,0.66%
2001-03-02,270.50,269.00,271.50,268.00,6.12K,1.41%
2001-03-05,273.75,271.00,274.50,271.00,,1.20%
2001-03-06,272.25,274.00,274.75,270.50,2.43K,-0.55%
2001-03-07,270.00,271.00,271.00,268.75,1.46K,-0.83%
2001-03-08,270.50,270.00,272.50,267.75,0.94K,0.19%
2001-03-09,270.25,268.00,271.00,268.00,0.32K,-0.09%
2001-03-12,277.00,271.00,277.00,270.50,0.34K,2.50%
2001-03-13,276.00,279.00,279.00,275.25,0.30K,-0.36%
2001-03-14,276.75,278.25,278.25,275.25,,0.27%
2001-03-15,273.75,284.75,285.00,271.50,25.66K,-1.08%
2001-03-16,270.50,273.75,275.00,270.00,19.03K,-1.19%
2001-03-19,268.75,270.00,271.75,264.50,,-0.65%
2001-03-20,270.75,269.50,271.50,267.50,7.62K,0.74%
2001-03-21,266.50,271.25,271.25,262.00,20.63K,-1.57%
2001-03-22,259.75,267.00,268.00,259.00,14.43K,-2.53%
2001-03-23,262.25,260.25,263.00,260.25,11.43K,0.96%
2001-03-26,267.00,263.25,267.75,263.25,8.50K,1.81%
2001-03-27,267.00,268.00,269.50,265.25,7.60K,0.00%
2001-03-28,264.25,266.75,269.00,263.25,6.24K,-1.03%
2001-03-29,265.00,266.00,266.25,263.75,4.57K,0.28%
2001-03-30,255.00,266.00,270.00,254.00,21.10K,-3.77%
2001-04-01,272.75,256.75,273.00,255.50,169.15K,6.96%
2001-04-02,259.00,256.75,261.00,256.00,6.24K,-5.04%
2001-04-03,261.75,260.00,269.25,257.00,8.49K,1.06%
2001-04-04,265.25,262.25,266.50,262.00,6.49K,1.34%
2001-04-05,265.00,266.50,268.00,262.00,4.86K,-0.09%
2001-04-06,262.00,266.00,266.75,261.25,4.28K,-1.13%
2001-04-09,260.00,262.50,264.50,259.00,4.99K,-0.76%
2001-04-10,257.25,261.50,263.00,255.50,7.57K,-1.06%
2001-04-11,260.75,257.75,261.25,256.50,8.51K,1.36%
2001-04-12,266.75,261.25,268.50,261.25,9.93K,2.30%
2001-04-16,269.50,267.25,272.00,267.25,7.96K,1.03%
2001-04-17,265.75,269.50,270.50,265.50,6.63K,-1.39%
2001-04-18,268.25,265.75,269.50,264.00,6.05K,0.94%
2001-04-19,267.50,267.00,269.50,263.00,5.33K,-0.28%
2001-04-20,267.00,267.00,271.00,265.50,11.38K,-0.19%
2001-04-23,264.50,267.25,268.25,260.75,10.71K,-0.94%
2001-04-24,263.75,263.75,265.50,261.50,6.95K,-0.28%
2001-04-25,268.75,264.50,272.00,264.50,13.47K,1.90%
2001-04-26,269.75,268.25,272.50,268.25,10.82K,0.37%
2001-04-27,264.75,270.25,270.25,264.25,19.29K,-1.85%
2001-04-30,272.75,265.25,273.00,263.50,9.19K,3.02%
2001-05-01,271.00,273.50,276.00,270.00,7.47K,-0.64%
2001-05-02,268.25,270.00,270.50,267.75,8.78K,-1.01%
2001-05-03,263.00,268.00,268.00,263.00,3.25K,-1.96%
2001-05-04,264.00,262.50,264.00,261.25,2.75K,0.38%
2001-05-07,259.50,264.00,264.00,256.50,2.53K,-1.70%
2001-05-08,257.75,256.25,257.75,255.75,0.46K,-0.67%
2001-05-09,257.00,258.00,258.50,257.00,0.63K,-0.29%
2001-05-10,260.00,256.50,262.75,256.50,0.03K,1.17%
2001-05-11,262.50,260.00,263.00,260.00,0.64K,0.96%
2001-05-14,269.50,268.00,269.50,267.75,,2.67%
2001-05-15,277.50,279.25,281.75,275.50,,2.97%
2001-05-16,275.75,277.00,278.50,275.00,13.08K,-0.63%
2001-05-17,275.75,275.25,276.00,272.25,15.09K,0.00%
2001-05-18,271.75,276.00,277.00,269.50,16.95K,-1.45%
2001-05-21,263.00,270.75,270.75,262.25,25.51K,-3.22%
2001-05-22,259.75,264.50,265.00,259.25,22.67K,-1.24%
2001-05-23,260.00,260.00,262.50,258.50,14.76K,0.10%
2001-05-24,261.75,260.50,264.00,260.50,11.95K,0.67%
2001-05-25,259.75,261.75,264.00,259.25,14.07K,-0.76%
2001-05-29,264.75,260.50,265.50,259.00,18.62K,1.92%
2001-05-30,264.00,266.50,268.75,263.50,15.32K,-0.28%
2001-05-31,267.00,264.25,267.50,264.00,18.52K,1.14%
2001-06-01,270.75,266.75,272.00,266.75,21.38K,1.40%
2001-06-04,263.50,269.50,269.50,263.00,16.36K,-2.68%
2001-06-05,260.50,263.00,265.50,260.00,14.68K,-1.14%
2001-06-06,261.50,260.00,262.75,258.50,15.76K,0.38%
2001-06-07,264.25,262.00,267.00,262.00,20.26K,1.05%
2001-06-08,264.00,264.25,265.00,263.25,10.22K,-0.09%
2001-06-11,261.75,264.00,266.25,260.00,17.27K,-0.85%
2001-06-12,263.25,261.50,264.75,259.00,18.58K,0.57%
2001-06-13,262.00,262.75,264.50,260.25,11.65K,-0.47%
2001-06-14,259.25,261.75,262.00,257.50,14.20K,-1.05%
2001-06-15,255.75,258.00,258.75,255.00,14.12K,-1.35%
2001-06-18,262.75,256.00,263.00,254.75,22.74K,2.74%
2001-06-19,261.50,263.00,264.00,258.25,21.91K,-0.48%
